angle	angular error	rotation error
1.92	-4.36	-0.61
		
1.92	-4.36	-0.61
		
1.92	-4.36	-0.61
		
1.92	-4.36	-0.61
		
1.92	-4.36	-0.61
		
1.93	-4.36	-0.61
		
1.93	-4.36	-0.61
		
1.93	-4.36	-0.61
		
1.93	-4.36	-0.61
		
1.93	-4.35	-0.61
		
1.93	-4.35	-0.61
		
1.93	-4.35	-0.61
		
1.93	-4.35	-0.61
		
1.94	-4.35	-0.61
		
1.94	-4.35	-0.61
		
1.94	-4.35	-0.61
		
1.94	-4.35	-0.61
		
1.94	-4.35	-0.61
		
1.94	-4.34	-0.61
		
1.95	-4.34	-0.61
		
1.95	-4.34	-0.61
		
1.95	-4.34	-0.61
		
1.95	-4.34	-0.61
		
1.95	-4.34	-0.61
		
1.95	-4.34	-0.61
		
1.95	-4.34	-0.61
		
1.95	-4.34	-0.61
		
1.95	-4.33	-0.61
		
1.95	-4.33	-0.61
		
1.95	-4.33	-0.61
		
1.96	-4.33	-0.61
		
1.96	-4.33	-0.61
		
1.96	-4.33	-0.61
		
1.96	-4.33	-0.61
		
1.96	-4.33	-0.61
		
1.96	-4.33	-0.61
		
1.97	-4.32	-0.61
		
1.97	-4.32	-0.61
		
1.97	-4.32	-0.61
		
1.97	-4.32	-0.61
		
1.97	-4.32	-0.61
		
1.97	-4.32	-0.61
		
1.97	-4.32	-0.61
		
1.97	-4.32	-0.61
		
1.97	-4.32	-0.61
		
1.98	-4.31	-0.61
		
1.98	-4.31	-0.61
		
1.98	-4.31	-0.61
		
1.98	-4.31	-0.61
		
1.98	-4.3	-0.61
		
1.98	-4.3	-0.61
		
1.98	-4.3	-0.61
		
1.98	-4.3	-0.61
		
1.98	-4.3	-0.61
		
1.99	-4.3	-0.61
		
1.99	-4.3	-0.61
		
1.99	-4.3	-0.61
		
1.99	-4.3	-0.61
		
1.99	-4.29	-0.61
		
1.99	-4.29	-0.61
		
1.99	-4.29	-0.61
		
1.99	-4.29	-0.61
		
1.99	-4.29	-0.61
		
2	-4.28	-0.61
		
2	-4.28	-0.61
		
2	-4.28	-0.61
		
2	-4.28	-0.61
		
2	-4.28	-0.61
		
2	-4.28	-0.61
		
2	-4.28	-0.61
		
2	-4.28	-0.61
		
2	-4.28	-0.61
		
2	-4.28	-0.61
		
2.01	-4.28	-0.61
		
2.01	-4.27	-0.61
		
2.01	-4.27	-0.61
		
2.01	-4.27	-0.61
		
2.01	-4.27	-0.61
		
2.01	-4.27	-0.61
		
2.01	-4.27	-0.61
		
2.01	-4.27	-0.61
		
2.01	-4.27	-0.61
		
2.02	-4.26	-0.61
		
2.02	-4.26	-0.61
		
2.02	-4.26	-0.61
		
2.02	-4.26	-0.61
		
2.02	-4.26	-0.61
		
2.02	-4.26	-0.61
		
2.02	-4.26	-0.61
		
2.02	-4.26	-0.61
		
2.02	-4.26	-0.61
		
2.03	-4.25	-0.61
		
2.03	-4.25	-0.61
		
2.03	-4.25	-0.61
		
2.03	-4.25	-0.61
		
2.03	-4.25	-0.61
		
2.03	-4.25	-0.61
		
2.03	-4.25	-0.61
		
2.03	-4.25	-0.61
		
2.03	-4.25	-0.61
		
2.04	-4.24	-0.61
		
2.04	-4.24	-0.61
		
2.04	-4.24	-0.61
		
2.04	-4.24	-0.61
		
2.04	-4.24	-0.61
		
2.04	-4.24	-0.61
		
2.04	-4.24	-0.61
		
2.04	-4.24	-0.61
		
2.04	-4.24	-0.61
		
2.05	-4.23	-0.61
		
2.05	-4.23	-0.61
		
2.05	-4.23	-0.61
		
2.05	-4.23	-0.61
		
2.05	-4.23	-0.61
		
2.05	-4.23	-0.61
		
2.05	-4.23	-0.61
		
2.05	-4.23	-0.61
		
2.06	-4.23	-0.61
		
2.06	-4.22	-0.61
		
2.06	-4.22	-0.61
		
2.06	-4.22	-0.61
		
2.06	-4.22	-0.61
		
2.06	-4.22	-0.61
		
2.06	-4.22	-0.61
		
2.06	-4.22	-0.61
		
2.06	-4.22	-0.61
		
2.07	-4.22	-0.61
		
2.07	-4.21	-0.61
		
2.07	-4.21	-0.61
		
2.07	-4.21	-0.61
		
2.07	-4.21	-0.61
		
2.07	-4.21	-0.61
		
2.08	-4.21	-0.61
		
2.08	-4.21	-0.61
		
2.08	-4.21	-0.61
		
2.08	-4.21	-0.61
		
2.08	-4.21	-0.61
		
2.08	-4.2	-0.61
		
2.08	-4.2	-0.61
		
2.08	-4.2	-0.61
		
2.08	-4.2	-0.61
		
2.08	-4.2	-0.61
		
2.09	-4.2	-0.61
		
2.09	-4.2	-0.61
		
2.09	-4.2	-0.61
		
2.09	-4.2	-0.61
		
2.09	-4.19	-0.61
		
2.09	-4.19	-0.61
		
2.1	-4.19	-0.61
		
2.1	-4.19	-0.61
		
2.1	-4.19	-0.61
		
2.1	-4.19	-0.61
		
2.1	-4.19	-0.61
		
2.1	-4.19	-0.61
		
2.1	-4.19	-0.61
		
2.1	-4.18	-0.61
		
2.1	-4.18	-0.61
		
2.11	-4.18	-0.61
		
2.11	-4.18	-0.61
		
2.11	-4.18	-0.61
		
2.11	-4.18	-0.61
		
2.11	-4.18	-0.61
		
2.11	-4.18	-0.61
		
2.11	-4.18	-0.61
		
2.12	-4.17	-0.61
		
2.12	-4.17	-0.61
		
2.12	-4.17	-0.61
		
2.12	-4.17	-0.61
		
2.12	-4.17	-0.61
		
2.12	-4.17	-0.61
		
2.12	-4.17	-0.61
		
2.12	-4.17	-0.61
		
2.12	-4.17	-0.61
		
2.13	-4.16	-0.61
		
2.13	-4.16	-0.61
		
2.13	-4.16	-0.61
		
2.13	-4.16	-0.61
		
2.13	-4.16	-0.61
		
2.13	-4.16	-0.61
		
2.13	-4.15	-0.61
		
2.13	-4.15	-0.61
		
2.13	-4.15	-0.61
		
2.14	-4.15	-0.61
		
2.14	-4.15	-0.61
		
2.14	-4.15	-0.61
		
2.14	-4.15	-0.61
		
2.14	-4.15	-0.61
		
2.14	-4.15	-0.61
		
2.14	-4.15	-0.61
		
2.14	-4.15	-0.61
		
2.14	-4.14	-0.61
		
2.15	-4.14	-0.61
		
2.15	-4.14	-0.61
		
2.15	-4.14	-0.61
		
2.15	-4.13	-0.61
		
2.15	-4.13	-0.61
		
2.15	-4.13	-0.61
		
2.15	-4.13	-0.61
		
2.15	-4.13	-0.61
		
2.15	-4.13	-0.61
		
2.15	-4.13	-0.61
		
2.16	-4.13	-0.61
		
2.16	-4.13	-0.61
		
2.16	-4.13	-0.61
		
2.16	-4.13	-0.61
		
2.16	-4.12	-0.61
		
2.16	-4.12	-0.61
		
2.16	-4.12	-0.61
		
2.16	-4.12	-0.61
		
2.16	-4.12	-0.61
		
2.17	-4.12	-0.61
		
2.17	-4.12	-0.61
		
2.17	-4.11	-0.61
		
2.17	-4.11	-0.61
		
2.17	-4.11	-0.61
		
2.17	-4.11	-0.61
		
2.17	-4.11	-0.81
		
2.17	-4.11	-0.81
		
2.17	-4.11	-0.81
		
2.18	-4.11	-0.81
		
2.18	-4.11	-0.81
		
2.18	-4.1	-0.61
		
2.18	-4.1	-0.61
		
2.18	-4.1	-0.61
		
2.18	-4.1	-0.61
		
2.18	-4.1	-0.61
		
2.18	-4.1	-0.61
		
2.18	-4.1	-0.61
		
2.19	-4.09	-0.61
		
2.19	-4.09	-0.61
		
2.19	-4.09	-0.61
		
2.19	-4.09	-0.61
		
2.19	-4.09	-0.61
		
2.19	-4.09	-0.61
		
2.19	-4.09	-0.61
		
2.19	-4.09	-0.61
		
2.19	-4.09	-0.61
		
2.2	-4.09	-0.61
		
2.2	-4.09	-0.61
		
2.2	-4.08	-0.61
		
2.2	-4.08	-0.61
		
2.2	-4.08	-0.61
		
2.2	-4.08	-0.61
		
2.2	-4.08	-0.61
		
2.2	-4.08	-0.61
		
2.2	-4.08	-0.61
		
2.21	-4.07	-0.61
		
2.21	-4.07	-0.61
		
2.21	-4.07	-0.61
		
2.21	-4.07	-0.61
		
2.21	-4.07	-0.61
		
2.21	-4.07	-0.61
		
2.21	-4.07	-0.61
		
2.21	-4.07	-0.61
		
2.21	-4.07	-0.61
		
2.22	-4.06	-0.61
		
2.22	-4.06	-0.61
		
2.22	-4.06	-0.61
		
2.22	-4.06	-0.61
		
2.22	-4.06	-0.61
		
2.22	-4.06	-0.61
		
2.22	-4.06	-0.61
		
2.22	-4.06	-0.61
		
2.22	-4.06	-0.61
		
2.23	-4.05	-0.61
		
2.23	-4.05	-0.61
		
2.23	-4.05	-0.61
		
2.23	-4.05	-0.61
		
2.23	-4.05	-0.61
		
2.23	-4.05	-0.61
		
2.23	-4.05	-0.61
		
2.23	-4.05	-0.61
		
2.23	-4.05	-0.61
		
2.23	-4.05	-0.61
		
2.24	-4.04	-0.61
		
2.24	-4.04	-0.61
		
2.24	-4.04	-0.61
		
2.24	-4.04	-0.61
		
2.24	-4.04	-0.61
		
2.24	-4.04	-0.61
		
2.24	-4.04	-0.61
		
2.24	-4.04	-0.61
		
2.24	-4.04	-0.61
		
2.25	-4.03	-0.61
		
2.25	-4.03	-0.61
		
2.25	-4.03	-0.61
		
2.25	-4.03	-0.61
		
2.25	-4.03	-0.61
		
2.25	-4.03	-0.61
		
2.25	-4.03	-0.61
		
2.25	-4.03	-0.61
		
2.25	-4.03	-0.61
		
2.26	-4.02	-0.61
		
2.26	-4.02	-0.61
		
2.26	-4.02	-0.61
		
2.26	-4.02	-0.61
		
2.26	-4.02	-0.61
		
2.26	-4.02	-0.61
		
2.26	-4.02	-0.61
		
2.26	-4.02	-0.61
		
2.26	-4.02	-0.61
		
2.27	-4.01	-0.61
		
2.27	-4.01	-0.61
		
2.27	-4.01	-0.61
		
2.27	-4.01	-0.61
		
2.27	-4.01	-0.61
		
2.27	-4.01	-0.61
		
2.27	-4.01	-0.61
		
2.27	-4.01	-0.61
		
2.27	-4.01	-0.61
		
2.28	-4	-0.61
		
2.28	-4	-0.61
		
2.28	-4	-0.61
		
2.28	-4	-0.61
		
2.28	-4	-0.61
		
2.28	-4	-0.61
		
2.28	-4	-0.61
		
2.28	-4	-0.61
		
2.28	-4	-0.61
		
2.29	-3.99	-0.61
		
2.29	-3.99	-0.61
		
2.29	-3.99	-0.61
		
2.29	-3.99	-0.61
		
2.29	-3.99	-0.61
		
2.29	-3.99	-0.61
		
2.29	-3.99	-0.61
		
2.3	-3.99	-0.61
		
2.3	-3.99	-0.61
		
2.3	-3.98	-0.61
		
2.3	-3.98	-0.61
		
2.3	-3.98	-0.61
		
2.3	-3.98	-0.61
		
2.3	-3.98	-0.61
		
2.3	-3.98	-0.61
		
2.3	-3.98	-0.61
		
2.3	-3.98	-0.61
		
2.31	-3.98	-0.61
		
2.31	-3.98	-0.61
		
2.31	-3.97	-0.61
		
2.31	-3.97	-0.61
		
2.31	-3.97	-0.61
		
2.31	-3.97	-0.61
		
2.31	-3.97	-0.61
		
2.32	-3.97	-0.61
		
2.32	-3.97	-0.61
		
2.32	-3.97	-0.61
		
2.32	-3.97	-0.61
		
2.32	-3.96	-0.61
		
2.32	-3.96	-0.61
		
2.32	-3.96	-0.61
		
2.32	-3.96	-0.61
		
2.32	-3.96	-0.61
		
2.32	-3.96	-0.61
		
2.33	-3.96	-0.61
		
2.33	-3.96	-0.61
		
2.33	-3.96	-0.61
		
2.33	-3.95	-0.61
		
2.33	-3.95	-0.61
		
2.33	-3.95	-0.61
		
2.34	-3.95	-0.81
		
2.34	-3.95	-0.81
		
2.34	-3.95	-0.81
		
2.34	-3.95	-0.81
		
2.34	-3.95	-0.61
		
2.34	-3.95	-0.61
		
2.34	-3.94	-0.61
		
2.35	-3.94	-0.61
		
2.35	-3.94	-0.61
		
2.35	-3.94	-0.61
		
2.35	-3.94	-0.61
		
2.35	-3.94	-0.61
		
2.35	-3.94	-0.61
		
2.35	-3.94	-0.61
		
2.35	-3.94	-0.61
		
2.36	-3.93	-0.61
		
2.36	-3.93	-0.61
		
2.36	-3.93	-0.61
		
2.36	-3.93	-0.61
		
2.36	-3.93	-0.61
		
2.36	-3.93	-0.61
		
2.36	-3.92	-0.61
		
2.36	-3.92	-0.61
		
2.36	-3.92	-0.61
		
2.37	-3.92	-0.61
		
2.37	-3.92	-0.61
		
2.37	-3.92	-0.61
		
2.37	-3.92	-0.61
		
2.37	-3.92	-0.61
		
2.37	-3.92	-0.61
		
2.37	-3.91	-0.61
		
2.37	-3.91	-0.61
		
2.37	-3.91	-0.61
		
2.38	-3.91	-0.61
		
2.38	-3.91	-0.61
		
2.38	-3.91	-0.61
		
2.38	-3.9	-0.61
		
2.38	-3.9	-0.61
		
2.38	-3.9	-0.61
		
2.38	-3.9	-0.61
		
2.38	-3.9	-0.61
		
2.38	-3.9	-0.61
		
2.38	-3.9	-0.61
		
2.39	-3.9	-0.61
		
2.39	-3.9	-0.61
		
2.39	-3.89	-0.61
		
2.39	-3.89	-0.61
		
2.39	-3.89	-0.61
		
2.39	-3.89	-0.61
		
2.39	-3.89	-0.61
		
2.39	-3.89	-0.61
		
2.39	-3.89	-0.61
		
2.4	-3.88	-0.61
		
2.4	-3.88	-0.61
		
2.4	-3.88	-0.61
		
2.4	-3.88	-0.61
		
2.4	-3.88	-0.61
		
2.4	-3.88	-0.61
		
2.4	-3.88	-0.61
		
2.4	-3.88	-0.61
		
2.4	-3.88	-0.61
		
2.41	-3.87	-0.61
		
2.41	-3.87	-0.61
		
2.41	-3.87	-0.61
		
2.41	-3.87	-0.61
		
2.41	-3.87	-0.61
		
2.41	-3.87	-0.61
		
2.41	-3.87	-0.61
		
2.41	-3.87	-0.61
		
2.41	-3.87	-0.61
		
2.42	-3.86	-0.61
		
2.42	-3.86	-0.61
		
2.42	-3.86	-0.61
		
2.42	-3.86	-0.61
		
2.42	-3.86	-0.61
		
2.42	-3.86	-0.61
		
2.42	-3.86	-0.61
		
2.42	-3.86	-0.61
		
2.42	-3.86	-0.61
		
2.43	-3.85	-0.61
		
2.43	-3.85	-0.61
		
2.43	-3.85	-0.61
		
2.43	-3.85	-0.61
		
2.43	-3.85	-0.61
		
2.43	-3.85	-0.61
		
2.43	-3.85	-0.61
		
2.43	-3.85	-0.61
		
2.43	-3.85	-0.61
		
2.44	-3.84	-0.61
		
2.44	-3.84	-0.61
		
2.44	-3.84	-0.61
		
2.44	-3.84	-0.61
		
2.44	-3.84	-0.61
		
2.44	-3.84	-0.61
		
2.44	-3.84	-0.61
		
2.44	-3.84	-0.61
		
2.45	-3.84	-0.61
		
2.45	-3.83	-0.61
		
2.45	-3.83	-0.61
		
2.45	-3.83	-0.61
		
2.45	-3.83	-0.61
		
2.45	-3.83	-0.61
		
2.45	-3.83	-0.61
		
2.45	-3.83	-0.61
		
2.45	-3.83	-0.61
		
2.46	-3.83	-0.61
		
2.46	-3.83	-0.61
		
2.46	-3.82	-0.61
		
2.46	-3.82	-0.61
		
2.46	-3.82	-0.61
		
2.46	-3.82	-0.61
		
2.47	-3.82	-0.61
		
2.47	-3.82	-0.61
		
2.47	-3.82	-0.61
		
2.47	-3.82	-0.61
		
2.47	-3.82	-0.61
		
2.47	-3.81	-0.61
		
2.47	-3.81	-0.61
		
2.47	-3.81	-0.61
		
2.47	-3.81	-0.61
		
2.47	-3.81	-0.61
		
2.47	-3.81	-0.61
		
2.48	-3.81	-0.61
		
2.48	-3.81	-0.61
		
2.48	-3.81	-0.61
		
2.48	-3.8	-0.61
		
2.48	-3.8	-0.61
		
2.49	-3.8	-0.61
		
2.49	-3.8	-0.61
		
2.49	-3.8	-0.61
		
2.49	-3.8	-0.61
		
2.49	-3.8	-0.61
		
2.49	-3.8	-0.61
		
2.49	-3.8	-0.61
		
2.49	-3.79	-0.61
		
2.5	-3.79	-0.61
		
2.5	-3.79	-0.61
		
2.5	-3.79	-0.61
		
2.5	-3.79	-0.61
		
2.5	-3.79	-0.61
		
2.5	-3.79	-0.61
		
2.5	-3.79	-0.61
		
2.5	-3.78	-0.61
		
2.51	-3.78	-0.61
		
2.51	-3.78	-0.61
		
2.51	-3.78	-0.61
		
2.51	-3.77	-0.61
		
2.51	-3.77	-0.61
		
2.51	-3.77	-0.61
		
2.51	-3.77	-0.61
		
2.51	-3.77	-0.61
		
2.51	-3.77	-0.61
		
2.52	-3.77	-0.61
		
2.52	-3.77	-0.61
		
2.52	-3.77	-0.61
		
2.52	-3.77	-0.61
		
2.52	-3.76	-0.61
		
2.52	-3.76	-0.61
		
2.52	-3.76	-0.61
		
2.52	-3.76	-0.61
		
2.52	-3.76	-0.61
		
2.52	-3.76	-0.61
		
2.53	-3.75	-0.61
		
2.53	-3.75	-0.61
		
2.53	-3.75	-0.61
		
2.53	-3.75	-0.61
		
2.53	-3.75	-0.61
		
2.53	-3.75	-0.61
		
2.53	-3.75	-0.61
		
2.53	-3.75	-0.61
		
2.53	-3.75	-0.61
		
2.54	-3.74	-0.61
		
2.54	-3.74	-0.61
		
2.54	-3.74	-0.61
		
2.54	-3.74	-0.61
		
2.54	-3.74	-0.61
		
2.54	-3.74	-0.61
		
2.54	-3.74	-0.61
		
2.54	-3.74	-0.61
		
2.54	-3.74	-0.61
		
2.55	-3.73	-0.61
		
2.55	-3.73	-0.61
		
2.55	-3.73	-0.61
		
2.55	-3.73	-0.61
		
2.55	-3.73	-0.61
		
2.55	-3.73	-0.61
		
2.55	-3.73	-0.61
		
2.55	-3.73	-0.61
		
2.55	-3.73	-0.61
		
2.56	-3.72	-0.61
		
2.56	-3.72	-0.61
		
2.56	-3.72	-0.61
		
2.56	-3.72	-0.61
		
2.56	-3.72	-0.61
		
2.56	-3.72	-0.61
		
2.56	-3.72	-0.61
		
2.56	-3.72	-0.61
		
2.56	-3.72	-0.61
		
2.57	-3.71	-0.61
		
2.57	-3.71	-0.61
		
2.57	-3.71	-0.61
		
2.57	-3.71	-0.61
		
2.57	-3.71	-0.61
		
2.57	-3.71	-0.61
		
2.57	-3.71	-0.61
		
2.57	-3.71	-0.61
		
2.58	-3.71	-0.61
		
2.58	-3.7	-0.61
		
2.58	-3.7	-0.61
		
2.58	-3.7	-0.61
		
2.58	-3.7	-0.61
		
2.58	-3.7	-0.61
		
2.59	-3.7	-0.61
		
2.59	-3.7	-0.61
		
2.59	-3.7	-0.61
		
2.59	-3.7	-0.61
		
2.6	-3.69	-0.61
		
2.6	-3.69	-0.61
		
2.6	-3.69	-0.61
		
2.6	-3.69	-0.61
		
2.6	-3.69	-0.61
		
2.6	-3.69	-0.61
		
2.6	-3.69	-0.61
		
2.6	-3.69	-0.61
		
2.6	-3.68	-0.61
		
2.6	-3.68	-0.61
		
2.61	-3.68	-0.61
		
2.61	-3.68	-0.61
		
2.61	-3.68	-0.61
		
2.61	-3.68	-0.61
		
2.61	-3.68	-0.61
		
2.61	-3.68	-0.61
		
2.61	-3.68	-0.61
		
2.61	-3.68	-0.61
		
2.61	-3.67	-0.61
		
2.62	-3.67	-0.61
		
2.62	-3.67	-0.61
		
2.62	-3.67	-0.61
		
2.62	-3.67	-0.61
		
2.62	-3.67	-0.61
		
2.62	-3.66	-0.61
		
2.62	-3.66	-0.61
		
2.62	-3.66	-0.61
		
2.62	-3.66	-0.61
		
2.63	-3.66	-0.61
		
2.63	-3.66	-0.61
		
2.63	-3.66	-0.61
		
2.63	-3.65	-0.61
		
2.63	-3.65	-0.61
		
2.63	-3.65	-0.61
		
2.63	-3.65	-0.61
		
2.63	-3.65	-0.61
		
2.63	-3.65	-0.61
		
2.64	-3.64	-0.61
		
2.64	-3.64	-0.61
		
2.64	-3.64	-0.61
		
2.64	-3.64	-0.61
		
2.64	-3.64	-0.61
		
2.64	-3.64	-0.61
		
2.64	-3.64	-0.61
		
2.64	-3.64	-0.61
		
2.64	-3.64	-0.61
		
2.65	-3.63	-0.61
		
2.65	-3.63	-0.61
		
2.65	-3.63	-0.61
		
2.65	-3.63	-0.61
		
2.65	-3.63	-0.61
		
2.65	-3.63	-0.61
		
2.65	-3.63	-0.61
		
2.65	-3.63	-0.61
		
2.65	-3.63	-0.61
		
2.66	-3.62	-0.61
		
2.66	-3.62	-0.61
		
2.66	-3.62	-0.61
		
2.66	-3.62	-0.61
		
2.66	-3.62	-0.61
		
2.66	-3.62	-0.61
		
2.66	-3.62	-0.61
		
2.66	-3.62	-0.61
		
2.66	-3.62	-0.61
		
2.66	-3.62	-0.61
		
2.67	-3.61	-0.61
		
2.67	-3.61	-0.61
		
2.67	-3.61	-0.61
		
2.67	-3.61	-0.61
		
2.67	-3.61	-0.61
		
2.67	-3.61	-0.61
		
2.67	-3.61	-0.61
		
2.67	-3.61	-0.61
		
2.67	-3.61	-0.61
		
2.68	-3.6	-0.61
		
2.68	-3.6	-0.61
		
2.68	-3.6	-0.61
		
2.68	-3.6	-0.61
		
2.68	-3.6	-0.61
		
2.68	-3.6	-0.61
		
2.69	-3.6	-0.61
		
2.69	-3.6	-0.61
		
2.69	-3.6	-0.61
		
2.69	-3.59	-0.61
		
2.7	-3.59	-0.61
		
2.7	-3.59	-0.61
		
2.7	-3.59	-0.61
		
2.7	-3.59	-0.61
		
2.7	-3.59	-0.61
		
2.7	-3.59	-0.61
		
2.7	-3.59	-0.61
		
2.7	-3.59	-0.61
		
2.7	-3.58	-0.61
		
2.7	-3.58	-0.61
		
2.7	-3.58	-0.61
		
2.71	-3.58	-0.81
		
2.71	-3.58	-0.81
		
2.71	-3.58	-0.81
		
2.71	-3.58	-0.81
		
2.71	-3.58	-0.81
		
2.71	-3.58	-0.81
		
2.72	-3.57	-0.81
		
2.72	-3.57	-0.81
		
2.72	-3.57	-0.81
		
2.72	-3.57	-0.81
		
2.72	-3.57	-0.81
		
2.72	-3.57	-0.81
		
2.72	-3.57	-0.81
		
2.72	-3.57	-0.81
		
2.72	-3.57	-0.81
		
2.73	-3.56	-0.81
		
2.73	-3.56	-0.81
		
2.73	-3.56	-0.81
		
2.73	-3.56	-0.81
		
2.73	-3.56	-0.81
		
2.73	-3.55	-0.81
		
2.73	-3.55	-0.81
		
2.73	-3.55	-0.81
		
2.73	-3.55	-0.81
		
2.73	-3.55	-0.81
		
2.74	-3.55	-0.81
		
2.74	-3.55	-0.81
		
2.74	-3.55	-0.81
		
2.74	-3.55	-0.81
		
2.74	-3.54	-0.81
		
2.74	-3.54	-0.81
		
2.74	-3.54	-0.81
		
2.74	-3.54	-0.81
		
2.74	-3.54	-0.81
		
2.75	-3.53	-0.81
		
2.75	-3.53	-0.81
		
2.75	-3.53	-0.81
		
2.75	-3.53	-0.81
		
2.75	-3.53	-0.81
		
2.75	-3.53	-0.81
		
2.75	-3.53	-0.81
		
2.75	-3.53	-0.81
		
2.75	-3.53	-0.81
		
2.76	-3.53	-0.81
		
2.76	-3.52	-0.81
		
2.76	-3.52	-0.81
		
2.76	-3.52	-0.81
		
2.76	-3.52	-0.81
		
2.76	-3.52	-0.81
		
2.76	-3.52	-0.81
		
2.76	-3.52	-0.81
		
2.76	-3.52	-0.81
		
2.77	-3.51	-0.81
		
2.77	-3.51	-0.81
		
2.77	-3.51	-0.81
		
2.77	-3.51	-0.81
		
2.77	-3.51	-0.81
		
2.77	-3.51	-0.81
		
2.77	-3.51	-0.81
		
2.77	-3.51	-0.81
		
2.77	-3.51	-0.81
		
2.78	-3.5	-0.81
		
2.78	-3.5	-0.81
		
2.78	-3.5	-0.81
		
2.78	-3.5	-0.81
		
2.78	-3.5	-0.81
		
2.78	-3.5	-0.81
		
2.78	-3.5	-0.81
		
2.78	-3.5	-0.81
		
2.78	-3.5	-0.81
		
2.79	-3.49	-0.81
		
2.79	-3.49	-0.81
		
2.79	-3.49	-0.81
		
2.79	-3.49	-0.81
		
2.79	-3.49	-0.81
		
2.79	-3.49	-0.81
		
2.79	-3.49	-0.81
		
2.79	-3.49	-0.81
		
2.79	-3.49	-0.81
		
2.79	-3.49	-0.81
		
2.8	-3.48	-0.81
		
2.8	-3.48	-0.81
		
2.8	-3.48	-0.81
		
2.8	-3.48	-0.81
		
2.8	-3.48	-0.81
		
2.81	-3.48	-0.81
		
2.81	-3.48	-0.81
		
2.81	-3.48	-0.81
		
2.81	-3.48	-0.81
		
2.81	-3.47	-0.81
		
2.81	-3.47	-0.81
		
2.81	-3.47	-0.81
		
2.82	-3.47	-0.81
		
2.82	-3.47	-0.81
		
2.82	-3.47	-0.81
		
2.82	-3.47	-0.81
		
2.82	-3.47	-0.81
		
2.82	-3.47	-0.81
		
2.83	-3.46	-0.81
		
2.83	-3.46	-0.81
		
2.83	-3.46	-0.81
		
2.83	-3.46	-0.81
		
2.83	-3.46	-0.81
		
2.83	-3.46	-0.81
		
2.83	-3.45	-0.81
		
2.83	-3.45	-0.81
		
2.83	-3.45	-0.81
		
2.84	-3.45	-0.81
		
2.84	-3.45	-0.81
		
2.84	-3.45	-0.81
		
2.84	-3.45	-0.81
		
2.84	-3.44	-0.81
		
2.84	-3.44	-0.81
		
2.84	-3.44	-0.81
		
2.84	-3.44	-0.81
		
2.84	-3.44	-0.81
		
2.85	-3.44	-0.81
		
2.85	-3.44	-0.81
		
2.85	-3.44	-0.81
		
2.85	-3.44	-0.81
		
2.85	-3.44	-0.81
		
2.85	-3.43	-0.81
		
2.85	-3.43	-0.81
		
2.85	-3.43	-0.81
		
2.85	-3.43	-0.81
		
2.86	-3.43	-0.81
		
2.86	-3.42	-0.81
		
2.86	-3.42	-0.81
		
2.86	-3.42	-0.81
		
2.86	-3.42	-0.81
		
2.86	-3.42	-0.81
		
2.86	-3.42	-0.81
		
2.86	-3.42	-0.81
		
2.86	-3.42	-0.81
		
2.87	-3.41	-0.81
		
2.87	-3.41	-0.81
		
2.87	-3.41	-0.81
		
2.87	-3.41	-0.81
		
2.87	-3.41	-0.81
		
2.87	-3.41	-0.81
		
2.87	-3.41	-0.81
		
2.87	-3.41	-0.81
		
2.87	-3.41	-0.81
		
2.87	-3.41	-0.81
		
2.88	-3.4	-0.81
		
2.88	-3.4	-0.81
		
2.88	-3.4	-0.81
		
2.88	-3.4	-0.81
		
2.88	-3.4	-0.81
		
2.88	-3.4	-0.81
		
2.88	-3.4	-0.81
		
2.88	-3.4	-0.81
		
2.88	-3.4	-0.81
		
2.89	-3.39	-0.81
		
2.89	-3.39	-0.81
		
2.89	-3.39	-0.81
		
2.89	-3.39	-0.81
		
2.89	-3.39	-0.81
		
2.89	-3.39	-0.81
		
2.89	-3.39	-0.81
		
2.89	-3.39	-0.81
		
2.9	-3.39	-0.81
		
2.9	-3.38	-0.81
		
2.9	-3.38	-0.81
		
2.9	-3.38	-0.81
		
2.9	-3.38	-0.81
		
2.9	-3.38	-0.81
		
2.9	-3.38	-0.81
		
2.9	-3.38	-0.81
		
2.9	-3.38	-0.81
		
2.91	-3.38	-0.81
		
2.91	-3.37	-0.81
		
2.91	-3.37	-0.81
		
2.92	-3.37	-0.81
		
2.92	-3.37	-0.81
		
2.92	-3.37	-0.81
		
2.92	-3.37	-0.81
		
2.92	-3.37	-0.81
		
2.92	-3.37	-0.81
		
2.92	-3.37	-0.81
		
2.93	-3.36	-0.81
		
2.93	-3.36	-0.81
		
2.93	-3.36	-0.81
		
2.93	-3.36	-0.81
		
2.93	-3.36	-0.81
		
2.93	-3.36	-0.81
		
2.93	-3.36	-0.81
		
2.93	-3.36	-0.81
		
2.93	-3.35	-0.81
		
2.94	-3.35	-0.81
		
2.94	-3.35	-0.81
		
2.94	-3.34	-0.81
		
2.94	-3.34	-0.81
		
2.94	-3.34	-0.81
		
2.94	-3.34	-0.81
		
2.94	-3.34	-0.81
		
2.94	-3.34	-0.81
		
2.94	-3.34	-0.81
		
2.94	-3.34	-0.81
		
2.95	-3.34	-0.81
		
2.95	-3.34	-0.81
		
2.95	-3.34	-0.81
		
2.95	-3.33	-0.81
		
2.95	-3.33	-0.81
		
2.95	-3.33	-0.81
		
2.95	-3.33	-0.81
		
